Problem_ID,Status,Nodes_Explored,Time_Seconds,Order_Type
487,Solved,1573,0.002842,0
488,Solved,1737029,0.466809,0
489,Solved,170132901,55.6306,0
490,Solved,86341,0.023372,0
491,Solved,15271,0.008465,0
492,Timeout,-1,60,0
493,Solved,66738,0.022993,0
494,Solved,42804,0.02204,0
495,Solved,7262341,2.17679,0
496,Solved,1104,0.002249,0
497,Solved,242188,0.078129,0
498,Timeout,-1,60,0
499,Solved,11727127,3.757,0
500,Solved,178464,0.059661,0
501,Timeout,-1,60,0
502,Solved,15655,0.008163,0
503,Solved,4366,0.003502,0
504,Solved,4078,0.003875,0
505,Solved,312869,0.138057,0
506,Solved,230383,0.086341,0
507,Solved,204250,0.051724,0
508,Solved,15191,0.007377,0
509,Solved,7303137,2.30512,0
510,Solved,481,0.001829,0
511,Solved,35322,0.014636,0
512,Solved,15527,0.008007,0
513,Solved,201008243,55.1267,0
514,Solved,204133,0.053299,0
515,Solved,15599,0.007828,0
516,Solved,34,0.003097,0
517,Solved,31956,0.014131,0
518,Solved,19486,0.009099,0
519,Solved,238261,0.094821,0
520,Solved,144,0.002123,0
521,Solved,1396,0.002649,0
522,Solved,37396,0.016348,0
523,Solved,12554536,5.02879,0
524,Solved,27468,0.011172,0
525,Solved,440,0.002382,0
526,Solved,15143,0.008258,0
527,Solved,19470,0.009315,0
528,Solved,457,0.002302,0
529,Solved,307542,0.123165,0
530,Solved,127969954,50.5069,0
531,Solved,40153,0.01248,0
532,Solved,773,0.002476,0
533,Solved,3966,0.004609,0
534,Solved,59615285,24.2214,0
535,Solved,205022,0.055038,0
536,Timeout,-1,60,0
537,Timeout,-1,60,0
538,Timeout,-1,60,0
539,Solved,31907,0.014135,0
540,Solved,4206,0.003813,0
541,Solved,20366446,6.6051,0
542,Solved,19190,0.0094,0
543,Solved,1537,0.002501,0
544,Solved,92467,0.030886,0
545,Solved,8786127,2.60703,0
546,Solved,324768,0.081111,0
547,Solved,904,0.001477,0
548,Solved,207333,0.06616,0
549,Solved,1710331,0.540482,0
550,Solved,90268,0.032085,0
551,Solved,218970,0.087878,0
552,Solved,7443221,2.33277,0
553,Solved,66706,0.022625,0
554,Solved,59912318,19.698,0
555,Solved,356027,0.151564,0
556,Solved,221764,0.089283,0
557,Solved,4060046,1.57013,0
558,Solved,135254,0.046032,0
559,Solved,215091,0.08162,0
560,Solved,49140,0.020954,0
561,Solved,226680,0.07742,0
562,Solved,72713828,23.8339,0
563,Solved,134578,0.043447,0
564,Solved,230367,0.081726,0
565,Solved,1518709,0.472677,0
566,Solved,5378,0.003743,0
567,Solved,41651897,16.5397,0
568,Solved,192907,0.077372,0
569,Solved,41873905,8.93097,0
570,Timeout,-1,60,0
571,Timeout,-1,60,0
572,Timeout,-1,60,0
573,Solved,63020,0.027163,0
574,Solved,293169,0.095869,0
575,Solved,48293,0.019824,0
576,Solved,226456,0.095825,0
577,Solved,242380,0.076037,0
578,Solved,9881814,2.7956,0
579,Solved,230375,0.101473,0
580,Solved,130143714,52.3998,0
581,Solved,5766,0.004522,0
582,Solved,11464,0.005814,0
583,Solved,142386102,47.3179,0
584,Solved,324463,0.074193,0
585,Solved,23100047,7.29818,0
586,Solved,337,0.003946,0
587,Solved,31255430,12.5063,0
588,Solved,34,0.001675,0
589,Timeout,-1,60,0
590,Solved,3958,0.004126,0
591,Solved,4454,0.004094,0
592,Solved,19462,0.010451,0
593,Solved,61,0.001944,0
594,Solved,262,0.002044,0
595,Solved,10824,0.007094,0
596,Solved,238382,0.076692,0
597,Solved,753105,0.184302,0
598,Solved,212583,0.051177,0
599,Solved,4334,0.003352,0
600,Solved,4169830,1.2645,0
601,Solved,59374636,22.8108,0
602,Solved,84684611,26.8093,0
603,Solved,207301,0.079851,0
604,Solved,4350,0.004196,0
605,Timeout,-1,60,0
606,Solved,23485,0.009663,0
607,Solved,31355,0.01136,0
608,Solved,525,0.002506,0
609,Solved,145,0.002272,0
610,Solved,4414,0.003983,0
611,Solved,409,0.002034,0
612,Solved,3443209,0.968205,0
613,Solved,26903617,5.86132,0
614,Solved,31099,0.014355,0
615,Solved,90292,0.030611,0
616,Solved,12461980,2.88235,0
617,Solved,207317,0.075414,0
618,Solved,1150,0.002308,0
619,Solved,289073,0.093288,0
620,Timeout,-1,60,0
621,Solved,60444,0.014174,0
622,Timeout,-1,60,0
623,Solved,135191,0.056324,0
624,Solved,45,0.002055,0
625,Solved,7298108,2.69612,0
626,Solved,214973078,54.7406,0
627,Solved,31235,0.015146,0
628,Solved,475,0.002088,0
629,Timeout,-1,60,0
630,Solved,15543,0.008276,0
631,Solved,41,0.001933,0
632,Solved,27428,0.011958,0
633,Solved,176135,0.073977,0
634,Solved,215083,0.086096,0
635,Solved,324551,0.139645,0
636,Solved,2406,0.002661,0
637,Solved,80,0.002167,0
638,Solved,339803,0.145038,0
639,Solved,38365133,15.0134,0
640,Solved,329490,0.103979,0
641,Solved,30859,0.013996,0
642,Timeout,-1,60,0
643,Solved,11680,0.007128,0
644,Solved,140352704,55.3324,0
645,Solved,40374,0.012432,0
646,Solved,27044,0.012195,0
647,Solved,215027,0.084608,0
648,Solved,41237309,15.7568,0
649,Solved,72717787,26.2376,0
650,Timeout,-1,60,0
651,Solved,59599646,19.0466,0
652,Solved,214771,0.067367,0
653,Solved,59588290,19.6785,0
654,Solved,21334,0.009933,0
655,Solved,219512,0.062804,0
656,Solved,226952,0.094553,0
657,Solved,31395,0.014847,0
658,Solved,2440,0.002827,0
659,Solved,31083187,11.4414,0
660,Solved,9848596,4.03798,0
661,Timeout,-1,60,0
662,Solved,1120825,0.306352,0
663,Solved,66450,0.028909,0
664,Solved,4462,0.004794,0
665,Solved,7168902,2.16,0
666,Solved,27409,0.012688,0
667,Solved,5802243,2.10851,0
668,Solved,5595,0.002874,0
